id,transdate,description,amount,category,accountname,
2033,13-Oct-09,,-10.1,Fast Food,CAD CHECKING,
2034,14-Oct-09,,-5.14,Coffee Shops,CAD CHECKING,
2035,14-Oct-09,,-7.26,Fast Food,CAD CHECKING,
2036,15-Oct-09,,-7.87,Fast Food,CAD CHECKING,
2037,16-Oct-09,,-12,Parking,CAD CREDIT CARD,
2038,16-Oct-09,,-4.31,Fast Food,CAD CHECKING,
2039,16-Oct-09,,-5.57,Fast Food,CAD CHECKING,
2040,16-Oct-09,,-12.36,Coffee Shops,CAD CHECKING,
2041,16-Oct-09,,-23.56,Clothing,CAD CHECKING,
2042,16-Oct-09,,-2.78,Fast Food,CAD CHECKING,
2043,17-Oct-09,,947.01,Paycheck,CAD CHECKING,
2044,17-Oct-09,,-24.78,Entertainment,CAD CHECKING,
2045,19-Oct-09,,-5.62,Groceries,CAD CHECKING,
2046,19-Oct-09,,-9.56,Coffee Shops,CAD CHECKING,
2047,19-Oct-09,,-6.22,Fast Food,CAD CHECKING,
2048,20-Oct-09,,291,Gift Received,CAD CHECKING,
2049,20-Oct-09,,-30.46,Utilities,CAD CHECKING,
2050,20-Oct-09,,-77.2,Utilities,CAD CHECKING,
2051,20-Oct-09,,-3.5,Fast Food,CAD CHECKING,
2052,20-Oct-09,,-21,Credit Card Payment,CAD CHECKING,
2053,20-Oct-09,,56.2,Credit Card Payment,CAD CREDIT CARD,
2054,20-Oct-09,,-22.22,Clothing,CAD CHECKING,
2055,21-Oct-09,,-10.9,Restaurants,CAD CHECKING,
2056,21-Oct-09,,-40,Groceries,CAD CHECKING,
2057,21-Oct-09,,-54.61,Credit Card Payment,CAD CHECKING,
2058,21-Oct-09,,-7.44,Restaurants,CAD CHECKING,
2059,21-Oct-09,,-6.71,Fast Food,CAD CHECKING,
2060,21-Oct-09,,-33,Alcohol & Bars,CAD CHECKING,
2061,22-Oct-09,,-12.5,Parking,CAD CREDIT CARD,
2062,23-Oct-09,,22.17,Credit Card Payment,CAD CREDIT CARD,
2063,23-Oct-09,,-8.21,Personal Care,CAD CHECKING,
2064,23-Oct-09,,-6.2,Alcohol & Bars,CAD CHECKING,
2065,23-Oct-09,,-9,Alcohol & Bars,CAD CHECKING,
2066,23-Oct-09,,2152.74,Transfer,CAD CHECKING,
2067,24-Oct-09,,-3.96,Fast Food,CAD CHECKING,
2068,24-Oct-09,,-5.27,Fast Food,CAD CHECKING,
2069,24-Oct-09,,-110.92,Utilities,CAD CHECKING,
2070,24-Oct-09,,-93.7,Alcohol & Bars,CAD CHECKING,
2071,25-Oct-09,,-55.96,Restaurants,CAD CHECKING,
2072,25-Oct-09,,-7.1,Entertainment,CAD CHECKING,
2073,25-Oct-09,,-39.74,Gas & Fuel,CAD CHECKING,
2074,25-Oct-09,,-90,Groceries,CAD CHECKING,
2075,25-Oct-09,,-978.52,Transfer,CAD TFSA,
2076,25-Oct-09,,135,Mortgage & Rent,CAD CHECKING,
2077,25-Oct-09,,-5.4,Fast Food,CAD CHECKING,
2078,26-Oct-09,,-6,Entertainment,CAD CHECKING,
2079,26-Oct-09,,-21,Restaurants,CAD CHECKING,
2080,26-Oct-09,,-15.85,Groceries,CAD CHECKING,
2081,27-Oct-09,,-1.38,Bank Fee,CAD CREDIT CARD,
2082,27-Oct-09,,-92.2,Gift,CAD CHECKING,
2083,27-Oct-09,,-5.6,Fast Food,CAD CHECKING,
2084,28-Oct-09,,-3.33,Fast Food,CAD CHECKING,
2085,28-Oct-09,,-1639.98,Loan Payment,CAD CHECKING,
2086,28-Oct-09,,-7.2,Parking,CAD CREDIT CARD,
2087,28-Oct-09,,3.15,Interest Income,CAD TFSA,
2088,28-Oct-09,,-540,Transfer,CAD TFSA,
2089,29-Oct-09,,-14.7,Coffee Shops,CAD CHECKING,
2090,29-Oct-09,,-2.7,Misc Expenses,CAD CHECKING,
2091,29-Oct-09,,-49.08,Personal Care,CAD CHECKING,
2092,30-Oct-09,,-19.3,Entertainment,CAD CREDIT CARD,
2093,30-Oct-09,,-1023.12,Loan Payment,CAD CHECKING,
2094,30-Oct-09,,501,Paycheck,CAD CHECKING,
2095,30-Oct-09,,-4.51,Gift,CAD CHECKING,
2096,31-Oct-09,,-24,Interest Expense,CAD CHECKING,
2097,31-Oct-09,,625,Transfer,CAD CHECKING,
2098,31-Oct-09,,-88.55,Clothing,CAD CHECKING,
2099,31-Oct-09,,-18.14,Groceries,CAD CHECKING,
2100,1-Nov-09,,-5.31,Fast Food,CAD CHECKING,
2101,1-Nov-09,,-20.04,Coffee Shops,CAD CHECKING,
2102,1-Nov-09,,-1864.67,Education,CAD CHECKING,
2103,2-Nov-09,,-3.72,Coffee Shops,CAD CHECKING,
2104,2-Nov-09,,-8.83,Groceries,CAD CHECKING,
2105,3-Nov-09,,-1.82,Fast Food,CAD CHECKING,
2106,3-Nov-09,,-7.47,Coffee Shops,CAD CHECKING,
2107,3-Nov-09,,-12.6,Parking,CAD CREDIT CARD,
2108,3-Nov-09,,-7.7,Laundry,CAD CHECKING,
2109,3-Nov-09,,-1.09,Fast Food,CAD CHECKING,
2110,4-Nov-09,,-5.98,Coffee Shops,CAD CHECKING,
2111,4-Nov-09,,-2.72,Fast Food,CAD CHECKING,
2112,4-Nov-09,,-2.05,Fast Food,CAD CHECKING,
2113,4-Nov-09,,-6,Fast Food,CAD CHECKING,
2114,4-Nov-09,,-15.39,Groceries,CAD CHECKING,
2115,4-Nov-09,,-2.36,Fast Food,CAD CHECKING,
2116,5-Nov-09,,-6.86,Coffee Shops,CAD CHECKING,
2117,5-Nov-09,,-46.51,Restaurants,CAD CREDIT CARD,
2118,5-Nov-09,,-27.43,Alcohol & Bars,CAD CHECKING,
2119,6-Nov-09,,256,Transfer,CAD CHECKING,
2120,6-Nov-09,,-15.81,Groceries,CAD CHECKING,
2121,6-Nov-09,,-30.5,Transportation,CAD CREDIT CARD,
2122,6-Nov-09,,-700,Security Deposit,CAD CHECKING,
2123,7-Nov-09,,-2.45,Fast Food,CAD CHECKING,
2124,7-Nov-09,,-7,Coffee Shops,CAD CHECKING,
2125,7-Nov-09,,-53.38,Hair,CAD CHECKING,
2126,7-Nov-09,,-520,Transfer,CAD TFSA,
2127,7-Nov-09,,-2.98,Groceries,CAD CHECKING,
2128,8-Nov-09,,-1.05,Personal Care,CAD CHECKING,
2129,8-Nov-09,,-0.92,Fast Food,CAD CHECKING,
2130,8-Nov-09,,-10.49,Coffee Shops,CAD CHECKING,
2131,9-Nov-09,,3540,Transfer,CAD CHECKING,
2132,9-Nov-09,,-2.37,Fast Food,CAD CHECKING,
2133,9-Nov-09,,-18.9,Transportation,CAD CREDIT CARD,
2134,10-Nov-09,,-7.13,Coffee Shops,CAD CHECKING,
2135,10-Nov-09,,-38,Transportation,CAD CREDIT CARD,
2136,10-Nov-09,,-14.7,Groceries,CAD CHECKING,
2137,10-Nov-09,,-4.69,Groceries,CAD CHECKING,
2138,11-Nov-09,,-32,Gas & Fuel,CAD CHECKING,
2139,11-Nov-09,,-6,Entertainment,CAD CHECKING,
2140,12-Nov-09,,-1.53,Fast Food,CAD CHECKING,
2141,12-Nov-09,,-4.3,Parking,CAD CREDIT CARD,
2142,12-Nov-09,,1133,Paycheck,CAD CHECKING,
2143,12-Nov-09,,-11.19,Groceries,CAD CHECKING,
2144,12-Nov-09,,-84.3,Groceries,CAD CHECKING,
2145,13-Nov-09,,-3.5,Fast Food,CAD CHECKING,
2146,13-Nov-09,,-264.6,Education,CAD CHECKING,
2147,14-Nov-09,,-19,Restaurants,CAD CHECKING,
2148,14-Nov-09,,-8,Entertainment,CAD CHECKING,
2149,14-Nov-09,,-9.74,Groceries,CAD CHECKING,
2150,15-Nov-09,,-27.9,Entertainment,CAD CHECKING,
2151,15-Nov-09,,-24,Gas & Fuel,CAD CHECKING,
2152,15-Nov-09,,-17.07,Travel,CAD CREDIT CARD,
2153,15-Nov-09,,-46.8,Utilities,CAD CHECKING,
2154,15-Nov-09,,137.16,Credit Card Payment,CAD CREDIT CARD,
2155,16-Nov-09,,-8.5,Coffee Shops,CAD CHECKING,
2156,16-Nov-09,,-18,Travel Insurance,CAD CREDIT CARD,
2157,16-Nov-09,,-246.49,Credit Card Payment,CAD CHECKING,
2158,17-Nov-09,,-3.09,Fast Food,CAD CHECKING,
2159,17-Nov-09,,-7.24,Fast Food,CAD CREDIT CARD,
2160,17-Nov-09,,-8.5,Misc Expenses,CAD CREDIT CARD,
2161,17-Nov-09,,875.77,Paycheck,CAD CHECKING,
2162,17-Nov-09,,-31.09,Clothing,CAD CREDIT CARD,
2163,17-Nov-09,,-36,Clothing,CAD CREDIT CARD,
2164,18-Nov-09,,-20.59,Clothing,CAD CREDIT CARD,
2165,18-Nov-09,,-54.41,Clothing,CAD CREDIT CARD,
2166,19-Nov-09,,-11.91,Fast Food,CAD CREDIT CARD,
2167,20-Nov-09,,-15.07,Entertainment,CAD CREDIT CARD,
2168,21-Nov-09,,-40.81,Clothing,CAD CREDIT CARD,
2169,21-Nov-09,,-86.34,Clothing,CAD CREDIT CARD,
2170,21-Nov-09,,-95.61,Clothing,CAD CREDIT CARD,
2171,21-Nov-09,,-7.91,Fast Food,CAD CREDIT CARD,
2172,21-Nov-09,,-8.85,Entertainment,CAD CREDIT CARD,
2173,21-Nov-09,,-28.26,Restaurants,CAD CREDIT CARD,
2174,22-Nov-09,,-210.43,Utilities,CAD CHECKING,
2175,22-Nov-09,,-24.41,Alcohol & Bars,CAD CREDIT CARD,
2176,23-Nov-09,,-32.46,Gift,CAD CREDIT CARD,
2177,23-Nov-09,,-9.99,Clothing,CAD CREDIT CARD,
2178,23-Nov-09,,-12.75,Personal Care,CAD CHECKING,
2179,23-Nov-09,,-15,Groceries,CAD CHECKING,
2180,24-Nov-09,,-8,Fast Food,CAD CREDIT CARD,
2181,24-Nov-09,,-36.05,Alcohol & Bars,CAD CREDIT CARD,
2182,25-Nov-09,,-6.76,Fast Food,CAD CHECKING,
2183,25-Nov-09,,-2.18,Fast Food,CAD CHECKING,
2184,25-Nov-09,,-7.18,Fast Food,CAD CHECKING,
2185,25-Nov-09,,-15.71,Transportation,CAD CREDIT CARD,
2186,25-Nov-09,,-16,Alcohol & Bars,CAD CHECKING,
2187,25-Nov-09,,-13.6,Alcohol & Bars,CAD CREDIT CARD,
2188,25-Nov-09,,-45,Restaurants,CAD CREDIT CARD,
2189,26-Nov-09,,-93,Travel,CAD CHECKING,
2190,27-Nov-09,,-7.5,Coffee Shops,CAD CHECKING,
2191,27-Nov-09,,-20.5,Rental Car & Taxi,CAD CHECKING,
2192,27-Nov-09,,-30.46,Alcohol & Bars,CAD CHECKING,
2193,28-Nov-09,,-6.44,Groceries,CAD CHECKING,
2194,28-Nov-09,,-85,Alcohol & Bars,CAD CHECKING,
2195,28-Nov-09,,-20.3,Groceries,CAD CHECKING,
2196,28-Nov-09,,-6.99,Fast Food,CAD CHECKING,
2197,28-Nov-09,,-14.93,Fast Food,CAD CHECKING,
2198,29-Nov-09,,-6.82,Personal Care,CAD CHECKING,
2199,29-Nov-09,,0.13,Interest Income,CAD TFSA,
2200,29-Nov-09,,-6.2,Groceries,CAD CHECKING,
2201,29-Nov-09,,-8.29,Groceries,CAD CHECKING,
2202,30-Nov-09,,-25,Restaurants,CAD CHECKING,
2203,1-Dec-09,,-18.41,Groceries,CAD CHECKING,
2204,1-Dec-09,,-336.6,Travel,CAD CHECKING,
2205,1-Dec-09,,-76.25,Travel,CAD CREDIT CARD,
2206,2-Dec-09,,-13.7,Clothing,CAD CHECKING,
2207,2-Dec-09,,-14,Gas & Fuel,CAD CHECKING,
2208,2-Dec-09,,-278,Credit Card Payment,CAD CHECKING,
2209,3-Dec-09,,-30,Utilities,CAD CHECKING,
2210,3-Dec-09,,-237.95,Utilities,CAD CHECKING,
2211,4-Dec-09,,206,Credit Card Payment,CAD CREDIT CARD,
2212,4-Dec-09,,-490,Mortgage & Rent,CAD CHECKING,
2213,9-Dec-09,,-1.93,Travel,CAD CREDIT CARD,
2214,10-Dec-09,,-166.82,Travel,CAD CREDIT CARD,
2215,15-Dec-09,,-66,Travel,CAD CREDIT CARD,
2216,16-Dec-09,,1780,Transfer,CAD CHECKING,
2217,17-Dec-09,,-25.32,Travel,CAD CREDIT CARD,
2218,17-Dec-09,,273,Gift Received,CAD CHECKING,
2219,18-Dec-09,,-7.82,Fast Food,CAD CHECKING,
2220,18-Dec-09,,-8.59,Groceries,CAD CHECKING,
2221,19-Dec-09,,-4.51,Personal Care,CAD CHECKING,
2222,19-Dec-09,,-9.4,Restaurants,CAD CHECKING,
2223,19-Dec-09,,-23.82,Alcohol & Bars,CAD CHECKING,
2224,19-Dec-09,,-21.63,Electronics & Software,CAD CHECKING,
2225,20-Dec-09,,-6.45,Misc Expenses,CAD CHECKING,
2226,20-Dec-09,,-29.64,Restaurants,CAD CHECKING,
2227,20-Dec-09,,-18,Auto Insurance,CAD CHECKING,
2228,20-Dec-09,,-73.37,Utilities,CAD CHECKING,
2229,20-Dec-09,,695,Credit Card Payment,CAD CREDIT CARD,
2230,20-Dec-09,,-2.72,Groceries,CAD CHECKING,
2231,21-Dec-09,,-475,Credit Card Payment,CAD CHECKING,
2232,21-Dec-09,,-14.83,Restaurants,CAD CHECKING,
2233,22-Dec-09,,-6.11,Furnishings,CAD CHECKING,
2234,22-Dec-09,,-4.5,Restaurants,CAD CHECKING,
2235,22-Dec-09,,-13.67,Bank Fee,CAD CREDIT CARD,
2236,23-Dec-09,,-17.41,Gas & Fuel,CAD CHECKING,
2237,23-Dec-09,,-2.45,Personal Care,CAD CHECKING,
2238,23-Dec-09,,-20,Gas & Fuel,CAD CHECKING,
2239,23-Dec-09,,-10.46,Groceries,CAD CHECKING,
2240,24-Dec-09,,-5.59,Furnishings,CAD CHECKING,
2241,24-Dec-09,,-7.42,Fast Food,CAD CHECKING,
2242,24-Dec-09,,-122.4,Transportation,CAD CREDIT CARD,
2243,24-Dec-09,,-68,Transportation,CAD CREDIT CARD,
2244,24-Dec-09,,-3.27,Groceries,CAD CHECKING,
2245,24-Dec-09,,-10.96,Transportation,CAD CREDIT CARD,
2246,24-Dec-09,,11.3,Mortgage & Rent,CAD CHECKING,
2247,25-Dec-09,,-153.22,Travel,CAD CREDIT CARD,
2248,25-Dec-09,,-173.45,Utilities,CAD CHECKING,
2249,25-Dec-09,,-2.12,Fast Food,CAD CHECKING,
2250,25-Dec-09,,-7.64,Fast Food,CAD CHECKING,
2251,25-Dec-09,,-13.6,Furnishings,CAD CHECKING,
2252,25-Dec-09,,-8.3,Coffee Shops,CAD CHECKING,
2253,25-Dec-09,,-23,Alcohol & Bars,CAD CHECKING,
2254,25-Dec-09,,-10.71,Fast Food,CAD CHECKING,
2255,25-Dec-09,,-21.87,Alcohol & Bars,CAD CHECKING,
2256,26-Dec-09,,-161.24,Furnishings,CAD CHECKING,
2257,26-Dec-09,,-35,Gas & Fuel,CAD CHECKING,
2258,28-Dec-09,,-16.11,Groceries,CAD CHECKING,
2259,28-Dec-09,,-3.84,Groceries,CAD CHECKING,
2260,28-Dec-09,,-105,Restaurants,CAD CREDIT CARD,
2261,28-Dec-09,,-1200.16,Mortgage & Rent,CAD CHECKING,
2262,28-Dec-09,,-4,Groceries,CAD CHECKING,
2263,29-Dec-09,,0.07,Interest Income,CAD TFSA,
2264,30-Dec-09,,-111.01,Personal Care,CAD CHECKING,
2265,30-Dec-09,,-28,Alcohol & Bars,CAD CREDIT CARD,
2266,30-Dec-09,,930.71,Taxes,CAD CHECKING,
2267,30-Dec-09,,-21.56,Alcohol & Bars,CAD CREDIT CARD,
2268,31-Dec-09,,-21.72,Clothing,CAD CHECKING,
2269,1-Jan-10,,-63.58,Restaurants,CAD CHECKING,
2270,1-Jan-10,,-11.05,Groceries,CAD CHECKING,
2271,2-Jan-10,,-4.29,Fast Food,CAD CHECKING,
2272,2-Jan-10,,-2.99,Misc Expenses,CAD CHECKING,
2273,3-Jan-10,,-4.81,Fast Food,CAD CHECKING,
2274,3-Jan-10,,-33.06,Groceries,CAD CHECKING,
2275,4-Jan-10,,-3,Transportation,CAD CHECKING,
2276,4-Jan-10,,-13,Entertainment,CAD CHECKING,
2277,5-Jan-10,,-38,Alcohol & Bars,CAD CHECKING,
2278,5-Jan-10,,-6.41,Fast Food,CAD CHECKING,
2279,6-Jan-10,,-1.5,Coffee Shops,CAD CHECKING,
2280,7-Jan-10,,-14.73,Coffee Shops,CAD CHECKING,
2281,7-Jan-10,,-10.45,Groceries,CAD CHECKING,
2282,10-Jan-10,,-1.9,Transportation,CAD CHECKING,
2283,10-Jan-10,,-17.6,Transportation,CAD CHECKING,
2284,10-Jan-10,,-21.7,Restaurants,CAD CHECKING,
2285,10-Jan-10,,-4,Gas & Fuel,CAD CHECKING,
2286,10-Jan-10,,-6,Gas & Fuel,CAD CHECKING,
2287,10-Jan-10,,-2.41,Fast Food,CAD CHECKING,
2288,10-Jan-10,,-8.25,Transportation,CAD CREDIT CARD,
2289,11-Jan-10,,-11.9,Transportation,CAD CHECKING,
2290,11-Jan-10,,-7,Alcohol & Bars,CAD CREDIT CARD,
2291,11-Jan-10,,-29.11,Groceries,CAD CHECKING,
2292,11-Jan-10,,-7.41,Transportation,CAD CREDIT CARD,
2293,11-Jan-10,,1474.69,Mortgage & Rent,CAD CHECKING,
2294,11-Jan-10,,1317.7,Paycheck,CAD CHECKING,
2295,11-Jan-10,,-1.5,Transportation,CAD CHECKING,
2296,12-Jan-10,,-12.86,Coffee Shops,CAD CHECKING,
2297,12-Jan-10,,-4.53,Groceries,CAD CHECKING,
2298,12-Jan-10,,-44.53,Alcohol & Bars,CAD CHECKING,
2299,13-Jan-10,,-47.98,Clothing,CAD CHECKING,
2300,13-Jan-10,,-78,Entertainment,CAD CHECKING,
2301,13-Jan-10,,-6.04,Coffee Shops,CAD CHECKING,
2302,13-Jan-10,,-99,Alcohol & Bars,CAD CHECKING,
2303,14-Jan-10,,-1.98,Fast Food,CAD CHECKING,
2304,15-Jan-10,,419.64,Paycheck,CAD CHECKING,
2305,15-Jan-10,,-21.93,Restaurants,CAD CHECKING,
2306,16-Jan-10,,-7,Fast Food,CAD CHECKING,
2307,17-Jan-10,,-2.34,Fast Food,CAD CHECKING,
2308,17-Jan-10,,-9.09,Fast Food,CAD CHECKING,
2309,17-Jan-10,,-18,Coffee Shops,CAD CHECKING,
2310,17-Jan-10,,-4.3,Coffee Shops,CAD CHECKING,
2311,18-Jan-10,,-41.48,Alcohol & Bars,CAD CHECKING,
2312,18-Jan-10,,-8.7,Fast Food,CAD CHECKING,
2313,19-Jan-10,,-31.5,Groceries,CAD CHECKING,
2314,19-Jan-10,,-12.86,Coffee Shops,CAD CHECKING,
2315,19-Jan-10,,123.2,Taxes,CAD CHECKING,
2316,20-Jan-10,,-75,Utilities,CAD CHECKING,
2317,20-Jan-10,,-1028.85,Credit Card Payment,CAD CHECKING,
2318,20-Jan-10,,1052.59,Credit Card Payment,CAD CREDIT CARD,
2319,21-Jan-10,,-27.85,Alcohol & Bars,CAD CREDIT CARD,
2320,21-Jan-10,,-17.14,Groceries,CAD CHECKING,
2321,21-Jan-10,,-5,Transportation,CAD CHECKING,
2322,21-Jan-10,,-14.2,Transportation,CAD CHECKING,
2323,21-Jan-10,,-10.1,Transportation,CAD CHECKING,
2324,22-Jan-10,,-12.64,Alcohol & Bars,CAD CHECKING,
2325,23-Jan-10,,-3.97,Fast Food,CAD CHECKING,
2326,23-Jan-10,,-7.2,Coffee Shops,CAD CHECKING,
2327,23-Jan-10,,-20.71,Alcohol & Bars,CAD CHECKING,
2328,23-Jan-10,,-3.8,Fast Food,CAD CHECKING,
2329,23-Jan-10,,-12.28,Fast Food,CAD CHECKING,
2330,24-Jan-10,,-21.23,Groceries,CAD CHECKING,
2331,26-Jan-10,,-16.92,Groceries,CAD CHECKING,
2332,26-Jan-10,,1390.97,Paycheck,CAD CHECKING,
2333,27-Jan-10,,-7.78,Fast Food,CAD CHECKING,
2334,27-Jan-10,,-189,Utilities,CAD CREDIT CARD,
2335,28-Jan-10,,-9,Coffee Shops,CAD CHECKING,
2336,28-Jan-10,,-23.63,Hair,CAD CHECKING,
2337,28-Jan-10,,0.06,Interest Income,CAD TFSA,
2338,29-Jan-10,,-2.4,Transportation,CAD CHECKING,
2339,29-Jan-10,,-3.35,Coffee Shops,CAD CHECKING,
2340,29-Jan-10,,-8.21,Fast Food,CAD CHECKING,
2341,29-Jan-10,,-26.39,Furnishings,CAD CHECKING,
2342,29-Jan-10,,-1355,Transfer,CAD CHECKING,
2343,31-Jan-10,,-2.1,Transportation,CAD CHECKING,
2344,31-Jan-10,,-59.25,Groceries,CAD CHECKING,
2345,31-Jan-10,,-3.92,Electronics & Software,CAD CHECKING,
2346,31-Jan-10,,-14.48,Groceries,CAD CHECKING,
2347,31-Jan-10,,-13.74,Alcohol & Bars,CAD CREDIT CARD,
2348,1-Feb-10,,-33,Alcohol & Bars,CAD CREDIT CARD,
2349,3-Feb-10,,-15.7,Alcohol & Bars,CAD CREDIT CARD,
2350,3-Feb-10,,-3.5,Transportation,CAD CHECKING,
2351,4-Feb-10,,-24,Alcohol & Bars,CAD CREDIT CARD,
2352,4-Feb-10,,-5.63,Coffee Shops,CAD CHECKING,
2353,4-Feb-10,,-85,Alcohol & Bars,CAD CHECKING,
2354,4-Feb-10,,-2.1,Transportation,CAD CHECKING,
2355,5-Feb-10,,-55.02,Alcohol & Bars,CAD CHECKING,
2356,5-Feb-10,,-11.62,Misc Expenses,CAD CREDIT CARD,
2357,5-Feb-10,,-29.95,Clothing,CAD CREDIT CARD,
2358,6-Feb-10,,-6.8,Coffee Shops,CAD CHECKING,
2359,6-Feb-10,,-29,Fast Food,CAD CREDIT CARD,
2360,6-Feb-10,,-19.8,Clothing,CAD CREDIT CARD,
2361,6-Feb-10,,-43.11,Clothing,CAD CREDIT CARD,
2362,6-Feb-10,,-30.3,Alcohol & Bars,CAD CHECKING,
2363,7-Feb-10,,-2.1,Transportation,CAD CHECKING,
2364,7-Feb-10,,-7.17,Fast Food,CAD CHECKING,
2365,7-Feb-10,,-5.3,Groceries,CAD CHECKING,
2366,8-Feb-10,,-4.39,Fast Food,CAD CREDIT CARD,
2367,8-Feb-10,,-9.76,Groceries,CAD CHECKING,
2368,9-Feb-10,,-7.81,Coffee Shops,CAD CHECKING,
2369,9-Feb-10,,-24.25,Clothing,CAD CREDIT CARD,
2370,9-Feb-10,,-5.03,Personal Care,CAD CHECKING,
2371,9-Feb-10,,-17.15,Groceries,CAD CHECKING,
2372,9-Feb-10,,-13,Restaurants,CAD CHECKING,
2373,10-Feb-10,,-10.41,Personal Care,CAD CHECKING,
2374,10-Feb-10,,-9.77,Fast Food,CAD CHECKING,
2375,11-Feb-10,,-4.87,Groceries,CAD CHECKING,
2376,11-Feb-10,,-2.16,Groceries,CAD CHECKING,
2377,12-Feb-10,,-8.72,Fast Food,CAD CHECKING,
2378,12-Feb-10,,1286,Paycheck,CAD CHECKING,
2379,12-Feb-10,,-10.79,Fast Food,CAD CHECKING,
2380,13-Feb-10,,-33.57,Utilities,CAD CHECKING,
2381,13-Feb-10,,-77.59,Utilities,CAD CHECKING,
2382,13-Feb-10,,-528,Credit Card Payment,CAD CHECKING,
2383,13-Feb-10,,-6.81,Coffee Shops,CAD CHECKING,
2384,15-Feb-10,,-3.56,Fast Food,CAD CHECKING,
2385,15-Feb-10,,-32.01,Alcohol & Bars,CAD CHECKING,
2386,15-Feb-10,,-3.95,Coffee Shops,CAD CHECKING,
2387,15-Feb-10,,-13.41,Groceries,CAD CHECKING,
2388,16-Feb-10,,524,Credit Card Payment,CAD CREDIT CARD,
2389,16-Feb-10,,-10.82,Groceries,CAD CHECKING,
2390,16-Feb-10,,-103.5,Travel,CAD CHECKING,
2391,16-Feb-10,,-20.43,Clothing,CAD CHECKING,
2392,17-Feb-10,,-24,Restaurants,CAD CHECKING,
2393,17-Feb-10,,-16.7,Alcohol & Bars,CAD CHECKING,
2394,17-Feb-10,,-3.71,Fast Food,CAD CHECKING,
2395,19-Feb-10,,-15.73,Furnishings,CAD CHECKING,
2396,19-Feb-10,,-9.47,Fast Food,CAD CHECKING,
2397,19-Feb-10,,-40.1,Alcohol & Bars,CAD CHECKING,
2398,20-Feb-10,,-7.1,Coffee Shops,CAD CHECKING,
2399,22-Feb-10,,-23.03,Groceries,CAD CHECKING,
2400,22-Feb-10,,-11.39,Groceries,CAD CHECKING,
2401,22-Feb-10,,-3.98,Coffee Shops,CAD CHECKING,
2402,22-Feb-10,,-44.22,Groceries,CAD CHECKING,
2403,22-Feb-10,,-8.19,Coffee Shops,CAD CHECKING,
2404,23-Feb-10,,-28,Restaurants,CAD CREDIT CARD,
2405,24-Feb-10,,-10.35,Fast Food,CAD CHECKING,
2406,24-Feb-10,,-1.46,Fast Food,CAD CHECKING,
2407,25-Feb-10,,-76.6,Groceries,CAD CHECKING,
2408,25-Feb-10,,-12.18,Alcohol & Bars,CAD CHECKING,
2409,25-Feb-10,,-13,Groceries,CAD CHECKING,
2410,26-Feb-10,,-15.3,Transportation,CAD CHECKING,
2411,26-Feb-10,,1889.63,Paycheck,CAD CHECKING,
2412,26-Feb-10,,-4,Misc Expenses,CAD CHECKING,
2413,26-Feb-10,,-6.89,Groceries,CAD CHECKING,
2414,27-Feb-10,,-7,Transportation,CAD CHECKING,
2415,27-Feb-10,,-755,Mortgage & Rent,CAD CHECKING,
2416,28-Feb-10,,-28,Alcohol & Bars,CAD CHECKING,
2417,1-Mar-10,,-36.42,Restaurants,CAD CHECKING,
2418,1-Mar-10,,0.07,Interest Income,CAD TFSA,
2419,1-Mar-10,,-3,Parking,CAD CREDIT CARD,
2420,1-Mar-10,,-3.89,Coffee Shops,CAD CHECKING,
2421,2-Mar-10,,-6.18,Coffee Shops,CAD CHECKING,
2422,2-Mar-10,,-12.96,Transportation,CAD CREDIT CARD,
2423,2-Mar-10,,-8.45,Restaurants,CAD CHECKING,
2424,2-Mar-10,,-8,Groceries,CAD CHECKING,
2425,3-Mar-10,,-35.08,Restaurants,CAD CHECKING,
2426,3-Mar-10,,-66,Alcohol & Bars,CAD CHECKING,
2427,4-Mar-10,,-5.09,Groceries,CAD CHECKING,
2428,5-Mar-10,,-7.38,Fast Food,CAD CHECKING,
2429,5-Mar-10,,-21.1,Groceries,CAD CHECKING,
2430,6-Mar-10,,-6.67,Entertainment,CAD CHECKING,
2431,6-Mar-10,,-5.55,Transportation,CAD CHECKING,
2432,7-Mar-10,,-432.45,Credit Card Payment,CAD CHECKING,
2433,8-Mar-10,,-7.74,Groceries,CAD CHECKING,
2434,9-Mar-10,,-4.13,Transportation,CAD CHECKING,
2435,9-Mar-10,,-10.3,Laundry,CAD CREDIT CARD,
2436,10-Mar-10,,-10.7,Groceries,CAD CHECKING,
2437,10-Mar-10,,-5,Fast Food,CAD CHECKING,
2438,10-Mar-10,,353.27,Credit Card Payment,CAD CREDIT CARD,
2439,10-Mar-10,,-18.3,Groceries,CAD CHECKING,
2440,11-Mar-10,,-2.07,Fast Food,CAD CHECKING,
2441,11-Mar-10,,-3,Transportation,CAD CREDIT CARD,
2442,11-Mar-10,,-4.99,Transportation,CAD CREDIT CARD,
2443,11-Mar-10,,-31,Utilities,CAD CHECKING,
2444,11-Mar-10,,-5.1,Transportation,CAD CREDIT CARD,
2445,12-Mar-10,,-3.71,Transportation,CAD CREDIT CARD,
2446,12-Mar-10,,-5.21,Transportation,CAD CREDIT CARD,
2447,12-Mar-10,,-3.26,Transportation,CAD CREDIT CARD,
2448,12-Mar-10,,-6.25,Fast Food,CAD CHECKING,
2449,12-Mar-10,,-15.8,Groceries,CAD CHECKING,
